event_id,item_id,sidx,loss
26,60,-1,49.28
26,3,-5,0.00
26,3,-3,0.00
26,3,-2,0.00
26,3,-1,0.00
26,2,-5,47740.00
26,2,-3,62000.00
26,2,-2,5475.57
26,2,-1,2335.74
26,1,-5,0.00
26,1,-3,0.00
26,1,-2,0.00
26,1,-1,0.00
26,45,-5,47679.14
26,45,-3,91690.66
26,45,-2,3506.17
26,45,-1,809.45
26,46,-5,47679.14
26,46,-3,91690.66
26,46,-2,3506.17
26,46,-1,809.45
26,47,-5,47679.14
26,47,-3,91690.66
26,47,-2,3506.17
26,47,-1,809.45
26,51,-5,18915.35
26,51,-3,36375.67
26,51,-2,1390.98
26,51,-1,321.12
26,52,-5,18915.35
26,52,-3,36375.67
26,52,-2,1390.98
26,52,-1,321.12
26,53,-5,18915.35
26,53,-3,36375.67
26,53,-2,1390.98
26,53,-1,321.12
26,53,1,4169.21
26,48,-5,10448.20
26,48,-3,24876.67
26,48,-2,1361.81
26,48,-1,351.17
26,49,-5,10448.20
26,49,-3,24876.67
26,49,-2,1361.81
26,49,-1,351.17
26,50,-5,10448.20
26,50,-3,24876.67
26,50,-2,1361.81
26,50,-1,351.17
26,54,-5,7065.02
26,54,-3,16821.47
26,54,-2,920.85
26,54,-1,237.46
26,55,-5,7065.02
26,55,-3,16821.47
26,55,-2,920.85
26,55,-1,237.46
26,56,-5,7065.02
26,56,-3,16821.47
26,56,-2,920.85
26,56,-1,237.46
26,56,1,3539.59
26,13,-5,7439.53
26,13,-3,17713.17
26,13,-2,1450.81
26,13,-1,582.03
26,14,-5,7439.53
26,14,-3,17713.17
26,14,-2,1450.81
26,14,-1,582.03
26,14,1,5122.42
26,15,-5,7439.53
26,15,-3,17713.17
26,15,-2,1450.81
26,15,-1,582.03
26,16,-5,7439.53
26,16,-3,17713.17
26,16,-2,1450.81
26,16,-1,582.03
26,17,-5,7439.53
26,17,-3,17713.17
26,17,-2,1450.81
26,17,-1,582.03
26,17,1,4161.64
26,18,-5,7439.53
26,18,-3,17713.17
26,18,-2,1450.81
26,18,-1,582.03
26,18,1,4224.66
26,21,-5,7350.00
26,21,-3,17500.00
26,21,-2,1433.35
26,21,-1,575.03
26,22,-5,7350.00
26,22,-3,17500.00
26,22,-2,1433.35
26,22,-1,575.03
26,25,-5,9219.42
26,25,-3,21951.00
26,25,-2,1797.91
26,25,-1,721.28
26,26,-5,9219.42
26,26,-3,21951.00
26,26,-2,1797.91
26,26,-1,721.28
26,7,-5,32988.27
26,7,-3,51544.17
26,7,-2,3444.65
26,7,-1,1205.19
26,8,-5,32988.27
26,8,-3,51544.17
26,8,-2,3444.65
26,8,-1,1205.19
26,8,1,16116.82
26,9,-5,32988.27
26,9,-3,51544.17
26,9,-2,3444.65
26,9,-1,1205.19
26,10,-5,32988.27
26,10,-3,51544.17
26,10,-2,3444.65
26,10,-1,1205.19
26,11,-5,32988.27
26,11,-3,51544.17
26,11,-2,3444.65
26,11,-1,1205.19
26,11,1,8906.56
26,12,-5,32988.27
26,12,-3,51544.17
26,12,-2,3444.65
26,12,-1,1205.19
26,12,1,9386.10
26,19,-5,33010.15
26,19,-3,51578.36
26,19,-2,3446.93
26,19,-1,1205.99
26,20,-5,33010.15
26,20,-3,51578.36
26,20,-2,3446.93
26,20,-1,1205.99
26,23,-5,56299.20
26,23,-3,87967.50
26,23,-2,5878.78
26,23,-1,2056.83
26,24,-5,56299.20
26,24,-3,87967.50
26,24,-2,5878.78
26,24,-1,2056.83
26,5,-5,1973.40
26,5,-3,2860.00
26,5,-2,167.87
26,5,-1,48.87
26,5,1,120.67
26,4,-5,61265.20
26,4,-3,63160.00
26,4,-2,3921.51
26,4,-1,965.79
26,6,-5,0.00
26,6,-3,0.00
26,6,-2,0.00
26,6,-1,0.00
42,69,-5,101088.27
42,69,-3,150878.00
42,69,-2,10660.20
42,69,-1,4106.10
42,69,1,8761.53
42,70,-5,101088.27
42,70,-3,150878.00
42,70,-2,10660.20
42,70,-1,4106.10
42,73,-5,50366.73
42,73,-3,75174.23
42,73,-2,5311.39
42,73,-1,2045.85
42,74,-5,50366.73
42,74,-3,75174.23
42,74,-2,5311.39
42,74,-1,2045.85
42,71,-5,13515.00
42,71,-3,25500.00
42,71,-2,2558.49
42,71,-1,1125.46
42,71,1,5081.69
42,72,-5,13515.00
42,72,-3,25500.00
42,72,-2,2558.49
42,72,-1,1125.46
42,75,-5,6381.24
42,75,-3,12040.08
42,75,-2,1208.02
42,75,-1,531.40
42,76,-5,6381.24
42,76,-3,12040.08
42,76,-2,1208.02
42,76,-1,531.40
42,88,-5,0.00
42,88,-3,0.00
42,88,-2,0.00
42,88,-1,0.00
42,87,-5,575000.00
42,87,-3,575000.00
42,87,-2,45156.47
42,87,-1,10882.46
42,86,-5,5775.00
42,86,-3,7500.00
42,86,-2,782.17
42,86,-1,247.06
42,85,-5,0.00
42,85,-3,0.00
42,85,-2,0.00
42,85,-1,0.00
42,89,-5,0.00
42,89,-3,0.00
42,89,-2,0.00
42,89,-1,0.00
42,27,-5,0.00
42,27,-3,0.00
42,27,-2,0.00
42,27,-1,0.00
42,29,-5,20418.30
42,29,-3,32410.00
42,29,-2,2436.33
42,29,-1,1181.40
42,30,-5,20418.30
42,30,-3,32410.00
42,30,-2,2436.33
42,30,-1,1181.40
42,33,-5,0.00
42,33,-3,0.00
42,33,-2,0.00
42,33,-1,0.00
42,28,-5,21558.38
42,28,-3,26947.97
42,28,-2,3186.52
42,28,-1,1689.18
42,31,-5,8946.40
42,31,-3,11183.00
42,31,-2,1322.36
42,31,-1,700.98
42,32,-5,8946.40
42,32,-3,11183.00
42,32,-2,1322.36
42,32,-1,700.98
42,34,-5,28800.00
42,34,-3,36000.00
42,34,-2,4256.89
42,34,-1,2256.59
42,66,-5,19690.00
42,66,-3,29833.33
42,66,-2,2647.32
42,66,-1,868.92
42,67,-5,19690.00
42,67,-3,29833.33
42,67,-2,2647.32
42,67,-1,868.92
42,68,-5,19690.00
42,68,-3,29833.33
42,68,-2,2647.32
42,68,-1,868.92
42,61,-5,10976.25
42,61,-3,15459.50
42,61,-2,507.61
42,61,-1,101.17
42,62,-5,10976.25
42,62,-3,15459.50
42,62,-2,507.61
42,62,-1,101.17
42,57,-5,77298.50
42,57,-3,77298.50
42,57,-2,5594.27
42,57,-1,1365.58
42,58,-5,77298.50
42,58,-3,77298.50
42,58,-2,5594.27
42,58,-1,1365.58
42,63,-5,103298.93
42,63,-3,129123.66
42,63,-2,8752.35
42,63,-1,2547.73
42,64,-5,103298.93
42,64,-3,129123.66
42,64,-2,8752.35
42,64,-1,2547.73
42,65,-5,103298.93
42,65,-3,129123.66
42,65,-2,8752.35
42,65,-1,2547.73
42,59,-5,21959.67
42,59,-3,25534.50
42,59,-2,1866.24
42,59,-1,548.51
42,60,-5,21959.67
42,60,-3,25534.50
42,60,-2,1866.24
42,60,-1,548.51
42,3,-5,0.00
42,3,-3,0.00
42,3,-2,0.00
42,3,-1,0.00
42,2,-5,60760.00
42,2,-3,62000.00
42,2,-2,8189.62
42,2,-1,4967.48
42,1,-5,0.00
42,1,-3,0.00
42,1,-2,0.00
42,1,-1,0.00
42,45,-5,65100.37
42,45,-3,91690.66
42,45,-2,7638.18
42,45,-1,3343.31
42,46,-5,65100.37
42,46,-3,91690.66
42,46,-2,7638.18
42,46,-1,3343.31
42,47,-5,65100.37
42,47,-3,91690.66
42,47,-2,7638.18
42,47,-1,3343.31
42,51,-5,25826.73
42,51,-3,36375.67
42,51,-2,3030.23
42,51,-1,1326.36
42,52,-5,25826.73
42,52,-3,36375.67
42,52,-2,3030.23
42,52,-1,1326.36
42,53,-5,25826.73
42,53,-3,36375.67
42,53,-2,3030.23
42,53,-1,1326.36
42,48,-5,13682.17
42,48,-3,24876.67
42,48,-2,2867.30
42,48,-1,1421.97
42,49,-5,13682.17
42,49,-3,24876.67
42,49,-2,2867.30
42,49,-1,1421.97
42,50,-5,13682.17
42,50,-3,24876.67
42,50,-2,2867.30
42,50,-1,1421.97
42,54,-5,9251.81
42,54,-3,16821.47
42,54,-2,1938.85
42,54,-1,961.53
42,55,-5,9251.81
42,55,-3,16821.47
42,55,-2,1938.85
42,55,-1,961.53
42,56,-5,9251.81
42,56,-3,16821.47
42,56,-2,1938.85
42,56,-1,961.53
42,81,-5,25204.83
42,81,-3,44219.00
42,81,-2,4462.58
42,81,-1,1881.22
42,81,1,11914.18
42,82,-5,25204.83
42,82,-3,44219.00
42,82,-2,4462.58
42,82,-1,1881.22
42,83,-5,25204.83
42,83,-3,44219.00
42,83,-2,4462.58
42,83,-1,1881.22
42,84,-5,25204.83
42,84,-3,44219.00
42,84,-2,4462.58
42,84,-1,1881.22
42,84,1,13572.47
42,77,-5,133631.58
42,77,-3,188213.50
42,77,-2,14026.01
42,77,-1,5246.48
42,77,1,32530.88
42,78,-5,133631.58
42,78,-3,188213.50
42,78,-2,14026.01
42,78,-1,5246.48
42,79,-5,133631.58
42,79,-3,188213.50
42,79,-2,14026.01
42,79,-1,5246.48
42,80,-5,133631.58
42,80,-3,188213.50
42,80,-2,14026.01
42,80,-1,5246.48
42,80,1,43849.01
42,13,-5,9033.71
42,13,-3,17713.17
42,13,-2,2028.33
42,13,-1,1008.49
42,14,-5,9033.71
42,14,-3,17713.17
42,14,-2,2028.33
42,14,-1,1008.49
42,15,-5,9033.71
42,15,-3,17713.17
42,15,-2,2028.33
42,15,-1,1008.49
42,16,-5,9033.71
42,16,-3,17713.17
42,16,-2,2028.33
42,16,-1,1008.49
42,16,1,4470.82
42,17,-5,9033.71
42,17,-3,17713.17
42,17,-2,2028.33
42,17,-1,1008.49
42,18,-5,9033.71
42,18,-3,17713.17
42,18,-2,2028.33
42,18,-1,1008.49
42,21,-5,8925.00
42,21,-3,17500.00
42,21,-2,2003.92
42,21,-1,996.35
42,22,-5,8925.00
42,22,-3,17500.00
42,22,-2,2003.92
42,22,-1,996.35
42,25,-5,11195.01
42,25,-3,21951.00
42,25,-2,2513.60
42,25,-1,1249.76
42,26,-5,11195.01
42,26,-3,21951.00
42,26,-2,2513.60
42,26,-1,1249.76
42,7,-5,39689.01
42,7,-3,51544.17
42,7,-2,4789.91
42,7,-1,2057.23
42,8,-5,39689.01
42,8,-3,51544.17
42,8,-2,4789.91
42,8,-1,2057.23
42,9,-5,39689.01
42,9,-3,51544.17
42,9,-2,4789.91
42,9,-1,2057.23
42,10,-5,39689.01
42,10,-3,51544.17
42,10,-2,4789.91
42,10,-1,2057.23
42,10,1,6320.60
42,11,-5,39689.01
42,11,-3,51544.17
42,11,-2,4789.91
42,11,-1,2057.23
42,12,-5,39689.01
42,12,-3,51544.17
42,12,-2,4789.91
42,12,-1,2057.23
42,19,-5,39715.33
42,19,-3,51578.36
42,19,-2,4793.09
42,19,-1,2058.59
42,20,-5,39715.33
42,20,-3,51578.36
42,20,-2,4793.09
42,20,-1,2058.59
42,23,-5,67734.98
42,23,-3,87967.50
42,23,-2,8174.67
42,23,-1,3510.96
42,24,-5,67734.98
42,24,-3,87967.50
42,24,-2,8174.67
42,24,-1,3510.96
42,5,-5,2860.00
42,5,-3,2860.00
42,5,-2,377.39
42,5,-1,222.24
42,4,-5,63160.00
42,4,-3,63160.00
42,4,-2,8635.24
42,4,-1,4257.22
42,6,-5,0.00
42,6,-3,0.00
42,6,-2,0.00
42,6,-1,0.00
56,88,-5,0.00
56,88,-3,0.00
56,88,-2,0.00
56,88,-1,0.00
56,87,-5,575000.00
56,87,-3,575000.00
56,87,-2,41430.88
56,87,-1,9812.14
56,87,1,23111.79
56,86,-5,5550.00
56,86,-3,7500.00
56,86,-2,733.20
56,86,-1,229.57
56,85,-5,0.00
56,85,-3,0.00
56,85,-2,0.00
56,85,-1,0.00
56,89,-5,0.00
56,89,-3,0.00
56,89,-2,0.00
56,89,-1,0.00
56,27,-5,0.00
56,27,-3,0.00
56,27,-2,0.00
56,27,-1,0.00
56,29,-5,20094.20
56,29,-3,32410.00
56,29,-2,2312.82
56,29,-1,1083.94
56,30,-5,20094.20
56,30,-3,32410.00
56,30,-2,2312.82
56,30,-1,1083.94
56,33,-5,0.00
56,33,-3,0.00
56,33,-2,0.00
56,33,-1,0.00
56,28,-5,21288.90
56,28,-3,26947.97
56,28,-2,3046.02
56,28,-1,1559.38
56,28,1,4106.56
56,31,-5,8834.57
56,31,-3,11183.00
56,31,-2,1264.05
56,31,-1,647.12
56,32,-5,8834.57
56,32,-3,11183.00
56,32,-2,1264.05
56,32,-1,647.12
56,34,-5,28440.00
56,34,-3,36000.00
56,34,-2,4069.20
56,34,-1,2083.19
56,3,-5,0.00
56,3,-3,0.00
56,3,-2,0.00
56,3,-1,0.00
56,2,-5,50220.00
56,2,-3,62000.00
56,2,-2,6147.68
56,2,-1,2914.42
56,1,-5,0.00
56,1,-3,0.00
56,1,-2,0.00
56,1,-1,0.00
56,13,-5,8502.32
56,13,-3,17713.17
56,13,-2,1867.09
56,13,-1,927.69
56,14,-5,8502.32
56,14,-3,17713.17
56,14,-2,1867.09
56,14,-1,927.69
56,15,-5,8502.32
56,15,-3,17713.17
56,15,-2,1867.09
56,15,-1,927.69
56,16,-5,8502.32
56,16,-3,17713.17
56,16,-2,1867.09
56,16,-1,927.69
56,17,-5,8502.32
56,17,-3,17713.17
56,17,-2,1867.09
56,17,-1,927.69
56,18,-5,8502.32
56,18,-3,17713.17
56,18,-2,1867.09
56,18,-1,927.69
56,21,-5,8400.00
56,21,-3,17500.00
56,21,-2,1844.62
56,21,-1,916.52
56,21,1,4676.49
56,22,-5,8400.00
56,22,-3,17500.00
56,22,-2,1844.62
56,22,-1,916.52
56,22,1,4145.52
56,25,-5,10536.48
56,25,-3,21951.00
56,25,-2,2313.78
56,25,-1,1149.63
56,26,-5,10536.48
56,26,-3,21951.00
56,26,-2,2313.78
56,26,-1,1149.63
56,26,1,4940.12
56,7,-5,37111.80
56,7,-3,51544.17
56,7,-2,4434.54
56,7,-1,1904.12
56,8,-5,37111.80
56,8,-3,51544.17
56,8,-2,4434.54
56,8,-1,1904.12
56,9,-5,37111.80
56,9,-3,51544.17
56,9,-2,4434.54
56,9,-1,1904.12
56,10,-5,37111.80
56,10,-3,51544.17
56,10,-2,4434.54
56,10,-1,1904.12
56,11,-5,37111.80
56,11,-3,51544.17
56,11,-2,4434.54
56,11,-1,1904.12
56,12,-5,37111.80
56,12,-3,51544.17
56,12,-2,4434.54
56,12,-1,1904.12
56,19,-5,37136.42
56,19,-3,51578.36
56,19,-2,4437.48
56,19,-1,1905.38
56,19,1,10540.78
56,20,-5,37136.42
56,20,-3,51578.36
56,20,-2,4437.48
56,20,-1,1905.38
56,20,1,6578.23
56,23,-5,63336.60
56,23,-3,87967.50
56,23,-2,7568.17
56,23,-1,3249.65
56,24,-5,63336.60
56,24,-3,87967.50
56,24,-2,7568.17
56,24,-1,3249.65
56,24,1,8567.04
93,88,-5,0.00
93,88,-3,0.00
93,88,-2,0.00
93,88,-1,0.00
93,87,-5,575000.00
93,87,-3,575000.00
93,87,-2,44581.82
93,87,-1,10728.10
93,86,-5,5700.00
93,86,-3,7500.00
93,86,-2,774.80
93,86,-1,244.66
93,85,-5,0.00
93,85,-3,0.00
93,85,-2,0.00
93,85,-1,0.00
93,89,-5,0.00
93,89,-3,0.00
93,89,-2,0.00
93,89,-1,0.00
93,27,-5,0.00
93,27,-3,0.00
93,27,-2,0.00
93,27,-1,0.00
93,29,-5,20418.30
93,29,-3,32410.00
93,29,-2,2485.43
93,29,-1,1217.91
93,30,-5,20418.30
93,30,-3,32410.00
93,30,-2,2485.43
93,30,-1,1217.91
93,33,-5,0.00
93,33,-3,0.00
93,33,-2,0.00
93,33,-1,0.00
93,28,-5,21558.38
93,28,-3,26947.97
93,28,-2,3236.98
93,28,-1,1735.41
93,31,-5,8946.40
93,31,-3,11183.00
93,31,-2,1343.30
93,31,-1,720.17
93,32,-5,8946.40
93,32,-3,11183.00
93,32,-2,1343.30
93,32,-1,720.17
93,34,-5,28800.00
93,34,-3,36000.00
93,34,-2,4324.31
93,34,-1,2318.35
93,35,-5,35565.92
93,35,-3,68396.00
93,35,-2,2367.61
93,35,-1,493.93
93,36,-5,35565.92
93,36,-3,68396.00
93,36,-2,2367.61
93,36,-1,493.93
93,39,-5,36901.89
93,39,-3,70965.17
93,39,-2,2456.54
93,39,-1,512.49
93,40,-5,36901.89
93,40,-3,70965.17
93,40,-2,2456.54
93,40,-1,512.49
93,43,-5,57258.24
93,43,-3,110112.00
93,43,-2,3811.66
93,43,-1,795.19
93,37,-5,8120.02
93,37,-3,21946.00
93,37,-2,1014.99
93,37,-1,237.69
93,38,-5,8120.02
93,38,-3,21946.00
93,38,-2,1014.99
93,38,-1,237.69
93,41,-5,5411.63
93,41,-3,14626.03
93,41,-2,676.44
93,41,-1,158.41
93,42,-5,5411.63
93,42,-3,14626.03
93,42,-2,676.44
93,42,-1,158.41
93,44,-5,10272.31
93,44,-3,27763.00
93,44,-2,1284.02
93,44,-1,300.69
93,3,-5,0.00
93,3,-3,0.00
93,3,-2,0.00
93,3,-1,0.00
93,2,-5,62000.00
93,2,-3,62000.00
93,2,-2,8806.18
93,2,-1,5446.98
93,1,-5,0.00
93,1,-3,0.00
93,1,-2,0.00
93,1,-1,0.00
93,81,-5,17687.60
93,81,-3,44219.00
93,81,-2,1068.38
93,81,-1,155.21
93,82,-5,17687.60
93,82,-3,44219.00
93,82,-2,1068.38
93,82,-1,155.21
93,83,-5,17687.60
93,83,-3,44219.00
93,83,-2,1068.38
93,83,-1,155.21
93,84,-5,17687.60
93,84,-3,44219.00
93,84,-2,1068.38
93,84,-1,155.21
93,77,-5,82813.94
93,77,-3,188213.50
93,77,-2,3130.80
93,77,-1,404.76
93,78,-5,82813.94
93,78,-3,188213.50
93,78,-2,3130.80
93,78,-1,404.76
93,79,-5,82813.94
93,79,-3,188213.50
93,79,-2,3130.80
93,79,-1,404.76
93,80,-5,82813.94
93,80,-3,188213.50
93,80,-2,3130.80
93,80,-1,404.76
93,13,-5,8856.58
93,13,-3,17713.17
93,13,-2,2018.34
93,13,-1,1003.52
93,14,-5,8856.58
93,14,-3,17713.17
93,14,-2,2018.34
93,14,-1,1003.52
93,15,-5,8856.58
93,15,-3,17713.17
93,15,-2,2018.34
93,15,-1,1003.52
93,16,-5,8856.58
93,16,-3,17713.17
93,16,-2,2018.34
93,16,-1,1003.52
93,16,1,6994.08
93,17,-5,8856.58
93,17,-3,17713.17
93,17,-2,2018.34
93,17,-1,1003.52
93,18,-5,8856.58
93,18,-3,17713.17
93,18,-2,2018.34
93,18,-1,1003.52
93,21,-5,8750.00
93,21,-3,17500.00
93,21,-2,1994.05
93,21,-1,991.44
93,22,-5,8750.00
93,22,-3,17500.00
93,22,-2,1994.05
93,22,-1,991.44
93,25,-5,10975.50
93,25,-3,21951.00
93,25,-2,2501.22
93,25,-1,1243.61
93,25,1,5094.38
93,26,-5,10975.50
93,26,-3,21951.00
93,26,-2,2501.22
93,26,-1,1243.61
93,26,1,6733.99
93,7,-5,39173.57
93,7,-3,51544.17
93,7,-2,4767.91
93,7,-1,2047.82
93,8,-5,39173.57
93,8,-3,51544.17
93,8,-2,4767.91
93,8,-1,2047.82
93,9,-5,39173.57
93,9,-3,51544.17
93,9,-2,4767.91
93,9,-1,2047.82
93,10,-5,39173.57
93,10,-3,51544.17
93,10,-2,4767.91
93,10,-1,2047.82
93,10,1,25252.77
93,11,-5,39173.57
93,11,-3,51544.17
93,11,-2,4767.91
93,11,-1,2047.82
93,12,-5,39173.57
93,12,-3,51544.17
93,12,-2,4767.91
93,12,-1,2047.82
93,19,-5,39199.55
93,19,-3,51578.36
93,19,-2,4771.07
93,19,-1,2049.18
93,20,-5,39199.55
93,20,-3,51578.36
93,20,-2,4771.07
93,20,-1,2049.18
93,23,-5,66855.30
93,23,-3,87967.50
93,23,-2,8137.12
93,23,-1,3494.90
93,23,1,6405.86
93,24,-5,66855.30
93,24,-3,87967.50
93,24,-2,8137.12
93,24,-1,3494.90
93,24,1,23321.70
119,69,-5,22631.70
119,69,-3,150878.00
119,69,-2,487.18
119,69,-1,27.19
119,70,-5,22631.70
119,70,-3,150878.00
119,70,-2,487.18
119,70,-1,27.19
119,73,-5,11276.13
119,73,-3,75174.23
119,73,-2,242.74
119,73,-1,13.55
119,74,-5,11276.13
119,74,-3,75174.23
119,74,-2,242.74
119,74,-1,13.55
119,71,-5,3570.00
119,71,-3,25500.00
119,71,-2,131.19
119,71,-1,8.20
119,72,-5,3570.00
119,72,-3,25500.00
119,72,-2,131.19
119,72,-1,8.20
119,75,-5,1685.61
119,75,-3,12040.08
119,75,-2,61.94
119,75,-1,3.87
119,76,-5,1685.61
119,76,-3,12040.08
119,76,-2,61.94
119,76,-1,3.87
119,88,-5,0.00
119,88,-3,0.00
119,88,-2,0.00
119,88,-1,0.00
119,87,-5,575000.00
119,87,-3,575000.00
119,87,-2,40391.35
119,87,-1,9518.78
119,86,-5,5550.00
119,86,-3,7500.00
119,86,-2,719.62
119,86,-1,224.98
119,85,-5,0.00
119,85,-3,0.00
119,85,-2,0.00
119,85,-1,0.00
119,89,-5,0.00
119,89,-3,0.00
119,89,-2,0.00
119,89,-1,0.00
119,27,-5,0.00
119,27,-3,0.00
119,27,-2,0.00
119,27,-1,0.00
119,29,-5,20094.20
119,29,-3,32410.00
119,29,-2,2416.58
119,29,-1,1165.99
119,30,-5,20094.20
119,30,-3,32410.00
119,30,-2,2416.58
119,30,-1,1165.99
119,33,-5,0.00
119,33,-3,0.00
119,33,-2,0.00
119,33,-1,0.00
119,28,-5,21288.90
119,28,-3,26947.97
119,28,-2,3164.53
119,28,-1,1668.88
119,31,-5,8834.57
119,31,-3,11183.00
119,31,-2,1313.23
119,31,-1,692.56
119,32,-5,8834.57
119,32,-3,11183.00
119,32,-2,1313.23
119,32,-1,692.56
119,34,-5,28440.00
119,34,-3,36000.00
119,34,-2,4227.52
119,34,-1,2229.47
119,34,1,14760.48
119,66,-5,5668.33
119,66,-3,29833.33
119,66,-2,119.04
119,66,-1,5.09
119,67,-5,5668.33
119,67,-3,29833.33
119,67,-2,119.04
119,67,-1,5.09
119,68,-5,5668.33
119,68,-3,29833.33
119,68,-2,119.04
119,68,-1,5.09
119,61,-5,2318.93
119,61,-3,15459.50
119,61,-2,18.93
119,61,-1,0.51
119,62,-5,2318.93
119,62,-3,15459.50
119,62,-2,18.93
119,62,-1,0.51
119,57,-5,21643.58
119,57,-3,77298.50
119,57,-2,216.18
119,57,-1,6.61
119,58,-5,21643.58
119,58,-3,77298.50
119,58,-2,216.18
119,58,-1,6.61
119,63,-5,24533.50
119,63,-3,129123.66
119,63,-2,369.47
119,63,-1,14.26
119,64,-5,24533.50
119,64,-3,129123.66
119,64,-2,369.47
119,64,-1,14.26
119,65,-5,24533.50
119,65,-3,129123.66
119,65,-2,369.47
119,65,-1,14.26
119,59,-5,4085.52
119,59,-3,25534.50
119,59,-2,60.30
119,59,-1,2.33
119,60,-5,4085.52
119,60,-3,25534.50
119,60,-2,60.30
119,60,-1,2.33
119,35,-5,58136.60
119,35,-3,68396.00
119,35,-2,7526.48
119,35,-1,4267.03
119,36,-5,58136.60
119,36,-3,68396.00
119,36,-2,7526.48
119,36,-1,4267.03
119,39,-5,60320.40
119,39,-3,70965.17
119,39,-2,7809.20
119,39,-1,4427.31
119,40,-5,60320.40
119,40,-3,70965.17
119,40,-2,7809.20
119,40,-1,4427.31
119,43,-5,93595.20
119,43,-3,110112.00
119,43,-2,12117.02
119,43,-1,6869.57
119,37,-5,14045.44
119,37,-3,21946.00
119,37,-2,3140.96
119,37,-1,2047.20
119,38,-5,14045.44
119,38,-3,21946.00
119,38,-2,3140.96
119,38,-1,2047.20
119,41,-5,9360.66
119,41,-3,14626.03
119,41,-2,2093.31
119,41,-1,1364.37
119,42,-5,9360.66
119,42,-3,14626.03
119,42,-2,2093.31
119,42,-1,1364.37
119,44,-5,17768.32
119,44,-3,27763.00
119,44,-2,3973.50
119,44,-1,2589.83
119,3,-5,0.00
119,3,-3,0.00
119,3,-2,0.00
119,3,-1,0.00
119,2,-5,62000.00
119,2,-3,62000.00
119,2,-2,8487.67
119,2,-1,5203.07
119,2,1,23821.90
119,1,-5,0.00
119,1,-3,0.00
119,1,-2,0.00
119,1,-1,0.00
119,45,-5,36676.27
119,45,-3,91690.66
119,45,-2,1296.04
119,45,-1,153.06
119,46,-5,36676.27
119,46,-3,91690.66
119,46,-2,1296.04
119,46,-1,153.06
119,47,-5,36676.27
119,47,-3,91690.66
119,47,-2,1296.04
119,47,-1,153.06
119,51,-5,14550.27
119,51,-3,36375.67
119,51,-2,514.17
119,51,-1,60.72
