event_id,output_id,sidx,loss
38,1,2,100000.00
39,1,-3,100000.00
39,1,-1,100000.00
39,1,1,71537.62
39,1,2,100000.00
40,1,-3,100000.00
40,1,-1,55037.91
40,1,1,99190.69
40,1,2,70653.88
41,1,-3,100000.00
41,1,-1,100000.00
41,1,1,61219.95
41,1,2,79503.47
42,1,-3,100000.00
42,1,-1,55138.73
42,1,1,77585.70
42,1,2,100000.00
43,1,-3,100000.00
43,1,-1,74120.80
43,1,1,45747.06
43,1,2,84353.52
44,1,-3,100000.00
44,1,-1,62465.79
44,1,1,36530.22
44,1,2,41148.42
45,1,-3,100000.00
45,1,-1,100000.00
45,1,1,62214.40
45,1,2,84989.73
46,1,-3,100000.00
46,1,-1,100000.00
46,1,1,62042.61
46,1,2,100000.00
47,1,-3,100000.00
47,1,-1,98057.95
47,1,1,96289.01
47,1,2,48796.96
48,1,-3,100000.00
48,1,-1,97239.99
48,1,1,100000.00
48,1,2,64446.44
49,1,-3,100000.00
49,1,-1,65845.02
49,1,1,19087.54
49,1,2,65627.95
50,1,-3,100000.00
50,1,-1,58659.86
50,1,1,79489.17
50,1,2,35503.51
51,1,-3,100000.00
51,1,-1,69228.78
51,1,1,18294.86
51,1,2,33804.92
52,1,-3,100000.00
52,1,-1,11365.40
52,1,1,79159.55
52,1,2,100000.00
53,1,-3,100000.00
53,1,-1,38005.93
53,1,1,92485.84
53,1,2,56005.85
54,1,-3,100000.00
54,1,-1,100000.00
54,1,1,32597.46
54,1,2,29689.02
55,1,-3,100000.00
55,1,-1,28220.47
55,1,1,91011.95
55,1,2,91677.66
56,1,-3,100000.00
56,1,-1,18705.88
56,1,1,28640.46
56,1,2,48746.78
57,1,-3,100000.00
57,1,-1,100000.00
57,1,1,100000.00
57,1,2,82988.96
58,1,-3,100000.00
58,1,-1,100000.00
58,1,1,100000.00
58,1,2,100000.00
59,1,-3,100000.00
59,1,-1,100000.00
59,1,1,78766.68
59,1,2,100000.00
60,1,-3,100000.00
60,1,-1,71573.38
60,1,1,94622.09
60,1,2,84204.19
61,1,-3,100000.00
61,1,-1,65675.71
61,1,1,100000.00
61,1,2,64428.20
62,1,-3,100000.00
62,1,-1,65970.89
62,1,1,68350.61
62,1,2,98886.20
63,1,-3,100000.00
63,1,-1,93195.27
63,1,1,100000.00
63,1,2,42540.49
64,1,-3,100000.00
64,1,-1,100000.00
64,1,1,100000.00
64,1,2,23052.98
65,1,-3,100000.00
65,1,-1,36739.09
65,1,1,100000.00
65,1,2,6422.77
66,1,-3,100000.00
66,1,-1,100000.00
66,1,1,100000.00
66,1,2,100000.00
67,1,-3,100000.00
67,1,-1,25890.01
67,1,1,15668.68
67,1,2,20288.85
68,1,-3,100000.00
68,1,-1,100000.00
68,1,1,100000.00
68,1,2,83733.81
69,1,-3,100000.00
69,1,-1,100000.00
69,1,1,47063.50
69,1,2,53072.52
70,1,-3,100000.00
70,1,-1,32729.42
70,1,1,16735.22
70,1,2,79964.57
71,1,-3,100000.00
71,1,-1,86054.15
71,1,1,63636.88
71,1,2,77982.55
72,1,-3,100000.00
72,1,-1,100000.00
72,1,1,69223.42
72,1,2,93984.93
73,1,-3,100000.00
73,1,-1,86787.02
73,1,1,88688.21
73,1,2,91609.84
74,1,-3,100000.00
74,1,-1,100000.00
74,1,1,100000.00
74,1,2,81248.72
75,1,-3,100000.00
75,1,-1,100000.00
75,1,1,57573.10
75,1,2,17761.54
76,1,-3,100000.00
76,1,-1,19613.75
76,1,1,28717.81
76,1,2,96926.77
77,1,-3,100000.00
77,1,-1,76449.87
77,1,1,100000.00
77,1,2,100000.00
78,1,-3,100000.00
78,1,-1,59724.05
78,1,1,91034.65
78,1,2,45120.84
79,1,-3,100000.00
79,1,-1,33443.07
79,1,1,64052.48
79,1,2,65117.14
80,1,-3,100000.00
80,1,-1,18102.79
80,1,1,41650.64
80,1,2,53494.15
81,1,-3,100000.00
81,1,-1,48494.58
81,1,1,92333.33
81,1,2,100000.00
82,1,-3,100000.00
82,1,-1,56938.04
82,1,1,93365.93
82,1,2,64601.18
83,1,-3,100000.00
83,1,-1,72792.22
83,1,1,89096.62
83,1,2,95946.75
84,1,-3,100000.00
84,1,-1,37943.55
84,1,1,55465.99
84,1,2,53383.20
85,1,-3,100000.00
85,1,-1,47833.14
85,1,1,70391.52
85,1,2,100000.00
86,1,-3,100000.00
86,1,-1,100000.00
86,1,1,50651.38
86,1,2,70895.13
87,1,-3,100000.00
87,1,-1,76514.84
87,1,1,36080.34
87,1,2,100000.00
88,1,-3,100000.00
88,1,-1,45597.20
88,1,1,100000.00
88,1,2,65948.70
89,1,-3,100000.00
89,1,-1,24697.90
89,1,1,67146.15
89,1,2,100000.00
90,1,-3,100000.00
90,1,-1,69708.44
90,1,1,39550.35
90,1,2,100000.00
91,1,-3,100000.00
91,1,-1,100000.00
91,1,1,69183.53
91,1,2,34849.81
92,1,-3,100000.00
92,1,-1,89497.50
92,1,1,100000.00
92,1,2,100000.00
93,1,-3,100000.00
93,1,-1,79393.16
93,1,1,100000.00
93,1,2,45209.45
94,1,-3,100000.00
94,1,-1,100000.00
94,1,1,57135.62
94,1,2,100000.00
95,1,-3,100000.00
95,1,-1,100000.00
95,1,1,100000.00
95,1,2,61713.05
96,1,-3,100000.00
96,1,-1,100000.00
96,1,1,31832.54
96,1,2,75900.78
97,1,-3,100000.00
97,1,-1,100000.00
97,1,1,56527.41
97,1,2,89250.02
98,1,-3,100000.00
98,1,-1,11513.39
98,1,1,62453.93
98,1,2,43290.02
99,1,-3,100000.00
99,1,-1,70418.85
99,1,1,100000.00
99,1,2,74223.83
100,1,-3,100000.00
100,1,-1,42361.52
100,1,1,61085.66
100,1,2,88971.91
101,1,-3,100000.00
101,1,-1,48400.95
101,1,1,75299.48
101,1,2,82246.98
102,1,-3,100000.00
102,1,-1,100000.00
102,1,1,64990.61
102,1,2,100000.00
103,1,-3,100000.00
103,1,-1,48413.16
103,1,1,93165.73
103,1,2,18297.28
104,1,-3,100000.00
104,1,-1,96116.57
104,1,1,37681.93
104,1,2,100000.00
105,1,-3,100000.00
105,1,-1,17566.34
105,1,1,100000.00
105,1,2,67412.83
106,1,-3,100000.00
106,1,-1,64877.47
106,1,1,40717.08
106,1,2,100000.00
107,1,-3,100000.00
107,1,-1,100000.00
107,1,1,29880.19
107,1,2,100000.00
108,1,-3,100000.00
108,1,-1,93728.29
108,1,1,17723.21
108,1,2,63979.70
109,1,-3,100000.00
109,1,-1,87026.03
109,1,1,100000.00
109,1,2,80189.89
110,1,-3,100000.00
110,1,-1,100000.00
110,1,1,99056.26
110,1,2,59143.14
111,1,-3,100000.00
111,1,-1,90247.84
111,1,1,10034.51
111,1,2,76820.61
112,1,-3,100000.00
112,1,-1,37111.95
112,1,1,73868.11
112,1,2,40681.96
113,1,-3,100000.00
113,1,-1,64841.65
113,1,1,77312.69
113,1,2,98166.45
114,1,-3,100000.00
114,1,-1,26135.26
114,1,1,23255.55
114,1,2,16951.91
115,1,-3,100000.00
115,1,-1,35507.65
115,1,1,14857.74
115,1,2,69645.62
116,1,-3,100000.00
116,1,-1,14314.82
116,1,1,74677.61
116,1,2,87921.49
117,1,-3,100000.00
117,1,-1,87833.05
117,1,1,82777.43
117,1,2,49844.52
118,1,-3,100000.00
118,1,-1,87100.81
118,1,1,53400.51
118,1,2,100000.00
119,1,-3,100000.00
119,1,-1,100000.00
119,1,1,40235.04
119,1,2,75582.65
120,1,-3,100000.00
120,1,-1,100000.00
120,1,1,93599.91
120,1,2,100000.00
121,1,-3,100000.00
121,1,-1,73403.12
121,1,1,26344.90
121,1,2,79280.83
122,1,-3,100000.00
122,1,-1,100000.00
122,1,1,89082.69
122,1,2,100000.00
123,1,-3,100000.00
123,1,-1,8901.42
123,1,1,100000.00
123,1,2,78962.73
124,1,-3,100000.00
124,1,-1,56580.08
124,1,1,30774.68
124,1,2,100000.00
125,1,-3,100000.00
125,1,-1,100000.00
125,1,1,100000.00
125,1,2,85274.92
126,1,-3,100000.00
126,1,-1,100000.00
126,1,1,97842.55
126,1,2,100000.00
127,1,-3,100000.00
127,1,-1,93243.08
127,1,1,83533.78
127,1,2,70323.48
128,1,-3,100000.00
128,1,-1,95614.22
128,1,1,43621.75
128,1,2,100000.00
129,1,-3,100000.00
129,1,-1,78707.37
129,1,1,100000.00
129,1,2,89941.15
130,1,-3,100000.00
130,1,-1,86686.28
130,1,1,61360.43
130,1,2,18541.04
131,1,-3,100000.00
131,1,-1,78005.64
131,1,1,100000.00
131,1,2,69292.88
132,1,-3,100000.00
132,1,-1,95892.38
132,1,1,100000.00
132,1,2,100000.00
133,1,-3,100000.00
133,1,-1,95369.54
133,1,1,88426.39
133,1,2,95296.91
134,1,-3,100000.00
134,1,-1,27714.95
134,1,1,85863.00
134,1,2,86221.71
135,1,-3,100000.00
135,1,-1,53315.98
135,1,1,100000.00
135,1,2,100000.00
136,1,-3,100000.00
136,1,-1,74925.72
136,1,1,100000.00
136,1,2,13339.99
137,1,-3,100000.00
137,1,-1,25436.14
137,1,1,72506.50
137,1,2,93975.30
138,1,-3,100000.00
138,1,-1,91425.82
138,1,1,61382.56
138,1,2,100000.00
139,1,-3,100000.00
139,1,-1,100000.00
139,1,1,54714.86
139,1,2,58605.60
140,1,-3,100000.00
140,1,-1,89321.69
140,1,1,100000.00
140,1,2,69756.17
141,1,-3,100000.00
141,1,-1,96794.48
141,1,1,89985.59
141,1,2,28452.74
142,1,-3,100000.00
142,1,-1,5696.84
142,1,1,73358.70
142,1,2,69505.89
143,1,-3,100000.00
143,1,-1,66661.39
143,1,1,83361.48
143,1,2,100000.00
144,1,-3,100000.00
144,1,-1,61125.65
144,1,1,100000.00
144,1,2,47011.89
145,1,-3,100000.00
145,1,-1,100000.00
145,1,1,27501.17
145,1,2,100000.00
146,1,-3,100000.00
146,1,-1,100000.00
146,1,1,33157.51
146,1,2,73967.23
147,1,-3,100000.00
147,1,-1,90497.88
147,1,1,78163.31
147,1,2,100000.00
148,1,-3,100000.00
148,1,-1,29420.72
148,1,1,54287.98
148,1,2,100000.00
149,1,-3,100000.00
149,1,-1,83113.55
149,1,1,29558.01
149,1,2,17861.55
150,1,-3,100000.00
150,1,-1,76421.13
150,1,1,100000.00
150,1,2,71009.50
151,1,-3,100000.00
151,1,-1,77109.05
151,1,1,100000.00
151,1,2,100000.00
152,1,-3,100000.00
152,1,-1,100000.00
152,1,1,85796.62
152,1,2,100000.00
153,1,-3,100000.00
153,1,-1,98195.21
153,1,1,100000.00
153,1,2,100000.00
154,1,-3,100000.00
154,1,-1,53007.98
154,1,1,38466.07
154,1,2,97024.59
155,1,-3,100000.00
155,1,-1,100000.00
155,1,1,61806.45
155,1,2,15475.27
156,1,-3,100000.00
156,1,-1,52894.45
156,1,1,100000.00
156,1,2,72465.03
157,1,-3,100000.00
157,1,-1,28909.40
157,1,1,100000.00
157,1,2,48919.69
158,1,-3,100000.00
158,1,-1,100000.00
158,1,1,57323.06
158,1,2,57258.19
159,1,-3,100000.00
159,1,-1,100000.00
159,1,1,33956.72
159,1,2,16016.80
160,1,-3,100000.00
160,1,-1,23474.79
160,1,1,65827.69
160,1,2,100000.00
161,1,-3,100000.00
161,1,-1,11423.53
161,1,1,82706.16
161,1,2,41864.79
162,1,-3,100000.00
162,1,-1,66282.80
162,1,1,17753.68
162,1,2,100000.00
163,1,-3,100000.00
163,1,-1,100000.00
163,1,1,19673.79
163,1,2,53799.00
164,1,-3,100000.00
164,1,-1,80228.70
164,1,1,9343.85
164,1,2,96804.41
165,1,-3,100000.00
165,1,-1,100000.00
165,1,1,95347.27
165,1,2,77204.53
166,1,-3,100000.00
166,1,-1,42869.04
166,1,1,100000.00
166,1,2,100000.00
167,1,-3,100000.00
167,1,-1,100000.00
167,1,1,63402.65
167,1,2,100000.00
168,1,-3,100000.00
168,1,-1,89549.11
168,1,1,100000.00
168,1,2,87487.55
169,1,-3,100000.00
169,1,-1,100000.00
169,1,1,21541.67
169,1,2,91642.23
170,1,-3,100000.00
170,1,-1,76002.02
170,1,1,100000.00
170,1,2,81159.54
171,1,-3,100000.00
171,1,-1,94261.39
171,1,1,100000.00
171,1,2,66905.98
172,1,-3,100000.00
172,1,-1,64728.76
172,1,1,82285.13
172,1,2,100000.00
173,1,-3,100000.00
173,1,-1,80181.09
173,1,1,35617.29
173,1,2,78101.98
174,1,-3,100000.00
174,1,-1,36150.13
174,1,1,100000.00
174,1,2,99549.20
175,1,-3,100000.00
175,1,-1,100000.00
175,1,1,47754.57
175,1,2,100000.00
176,1,-3,100000.00
176,1,-1,100000.00
176,1,1,100000.00
176,1,2,100000.00
177,1,-3,100000.00
177,1,-1,89984.14
177,1,1,60451.93
177,1,2,85816.96
178,1,-3,100000.00
178,1,-1,100000.00
178,1,1,93701.30
178,1,2,68875.52
179,1,-3,100000.00
179,1,-1,100000.00
179,1,1,76807.38
179,1,2,84583.27
180,1,-3,100000.00
180,1,-1,50502.99
180,1,1,82547.05
180,1,2,79514.13
181,1,-3,100000.00
181,1,-1,39482.32
181,1,1,23349.40
181,1,2,50111.15
182,1,-3,100000.00
182,1,-1,57538.64
182,1,1,100000.00
182,1,2,25372.81
183,1,-3,100000.00
183,1,-1,90960.95
183,1,1,95067.17
183,1,2,100000.00
184,1,-3,100000.00
184,1,-1,100000.00
184,1,1,100000.00
184,1,2,100000.00
185,1,-3,100000.00
185,1,-1,48788.07
185,1,1,38132.88
185,1,2,50384.92
186,1,-3,100000.00
186,1,-1,52877.96
186,1,1,21449.00
186,1,2,100000.00
187,1,-3,100000.00
187,1,-1,71095.73
187,1,1,56395.19
187,1,2,100000.00
188,1,-3,100000.00
188,1,-1,100000.00
188,1,1,77009.88
188,1,2,43763.97
189,1,-3,100000.00
189,1,-1,100000.00
189,1,1,88310.32
189,1,2,100000.00
190,1,-3,100000.00
190,1,-1,59820.28
190,1,1,77529.41
190,1,2,8969.12
191,1,-3,100000.00
191,1,-1,69231.54
191,1,1,95752.82
191,1,2,100000.00
192,1,-3,100000.00
192,1,-1,94243.64
192,1,1,76732.14
192,1,2,100000.00
193,1,-3,100000.00
193,1,-1,100000.00
193,1,1,100000.00
193,1,2,100000.00
194,1,-3,100000.00
194,1,-1,54818.73
194,1,1,100000.00
194,1,2,22963.39
195,1,-3,100000.00
195,1,-1,47752.59
195,1,1,100000.00
195,1,2,99630.67
196,1,-3,100000.00
196,1,-1,91958.38
196,1,1,54283.95
196,1,2,82989.88
197,1,-3,100000.00
197,1,-1,87301.71
197,1,1,86775.29
197,1,2,100000.00
198,1,-3,100000.00
198,1,-1,68187.20
198,1,1,100000.00
198,1,2,100000.00
199,1,-3,100000.00
199,1,-1,80935.43
199,1,1,90427.83
199,1,2,100000.00
200,1,-3,100000.00
200,1,-1,56774.73
200,1,1,78208.42
200,1,2,48615.87
201,1,-3,100000.00
201,1,-1,100000.00
201,1,1,12112.35
201,1,2,78384.77
202,1,-3,100000.00
202,1,-1,99719.79
202,1,1,16996.17
202,1,2,57292.84
203,1,-3,100000.00
203,1,-1,61933.55
203,1,1,100000.00
203,1,2,16681.02
204,1,-3,100000.00
204,1,-1,73754.77
204,1,1,100000.00
204,1,2,100000.00
205,1,-3,100000.00
205,1,-1,30624.61
205,1,1,12106.25
205,1,2,100000.00
206,1,-3,100000.00
206,1,-1,31061.48
206,1,1,89171.04
206,1,2,11285.00
207,1,-3,100000.00
207,1,-1,76539.12
207,1,1,57704.18
207,1,2,91168.66
208,1,-3,100000.00
208,1,-1,100000.00
208,1,1,61761.79
208,1,2,100000.00
209,1,-3,100000.00
209,1,-1,100000.00
209,1,1,41283.78
209,1,2,49943.05
210,1,-3,100000.00
210,1,-1,100000.00
210,1,1,100000.00
210,1,2,58912.61
211,1,-3,100000.00
211,1,-1,96413.20
211,1,1,11243.21
211,1,2,63717.35
212,1,-3,100000.00
212,1,-1,100000.00
212,1,1,88377.22
212,1,2,62605.80
213,1,-3,100000.00
213,1,-1,100000.00
213,1,1,15557.27
213,1,2,51185.68
214,1,-3,100000.00
214,1,-1,100000.00
214,1,1,99564.36
214,1,2,100000.00
215,1,-3,100000.00
215,1,-1,41620.21
215,1,1,35243.12
215,1,2,100000.00
216,1,-3,100000.00
216,1,-1,60599.69
216,1,1,9822.41
216,1,2,40059.37
217,1,-3,100000.00
217,1,-1,100000.00
217,1,1,9759.90
217,1,2,73324.61
218,1,-3,100000.00
218,1,-1,50558.38
218,1,1,100000.00
218,1,2,24730.69
219,1,-3,100000.00
219,1,-1,44329.36
219,1,1,36411.66
219,1,2,67742.30
220,1,-3,100000.00
220,1,-1,63129.79
220,1,1,100000.00
220,1,2,84349.20
221,1,-3,100000.00
221,1,-1,53238.29
221,1,1,39156.29
221,1,2,100000.00
222,1,-3,100000.00
222,1,-1,35962.82
222,1,1,72536.59
222,1,2,23195.74
223,1,-3,100000.00
223,1,-1,83237.11
223,1,1,100000.00
223,1,2,71716.44
224,1,-3,100000.00
224,1,-1,90137.57
224,1,1,58687.04
224,1,2,100000.00
225,1,-3,100000.00
225,1,-1,63116.95
225,1,1,100000.00
225,1,2,98424.27
226,1,-3,100000.00
226,1,-1,49915.66
226,1,1,89991.38
226,1,2,100000.00
227,1,-3,100000.00
227,1,-1,79540.62
227,1,1,96656.73
227,1,2,100000.00
228,1,-3,100000.00
228,1,-1,91519.23
228,1,1,98750.77
228,1,2,73959.50
229,1,-3,100000.00
229,1,-1,75530.44
229,1,1,100000.00
229,1,2,48619.34
230,1,-3,100000.00
230,1,-1,24202.07
230,1,1,28188.40
230,1,2,79016.23
231,1,-3,100000.00
231,1,-1,100000.00
231,1,1,100000.00
231,1,2,100000.00
232,1,-3,100000.00
232,1,-1,100000.00
232,1,1,66011.48
232,1,2,58415.41
233,1,-3,100000.00
233,1,-1,94866.93
233,1,1,100000.00
233,1,2,94629.56
234,1,-3,100000.00
234,1,-1,88338.57
234,1,1,78091.84
234,1,2,62582.82
235,1,-3,100000.00
235,1,-1,42665.97
235,1,1,14813.91
235,1,2,34117.66
236,1,-3,100000.00
236,1,-1,100000.00
236,1,1,79058.48
236,1,2,100000.00
237,1,-3,100000.00
237,1,-1,41181.59
237,1,1,58612.59
237,1,2,100000.00
238,1,-3,100000.00
238,1,-1,100000.00
238,1,1,40064.33
238,1,2,27828.02
239,1,-3,100000.00
239,1,-1,62554.19
239,1,1,100000.00
239,1,2,100000.00
240,1,-3,100000.00
240,1,-1,55986.19
240,1,1,100000.00
240,1,2,46326.03
241,1,-3,100000.00
241,1,-1,74097.99
241,1,1,100000.00
241,1,2,57838.72
242,1,-3,100000.00
242,1,-1,100000.00
242,1,1,98165.24
242,1,2,13820.25
243,1,-3,100000.00
243,1,-1,29799.49
243,1,1,67247.31
243,1,2,100000.00
244,1,-3,100000.00
244,1,-1,33201.24
244,1,1,92104.61
244,1,2,100000.00
245,1,-3,100000.00
245,1,-1,36828.00
245,1,1,97557.44
245,1,2,100000.00
246,1,-3,100000.00
246,1,-1,84223.17
246,1,1,95412.59
246,1,2,65773.12
247,1,-3,100000.00
247,1,-1,62801.23
247,1,1,100000.00
247,1,2,100000.00
248,1,-3,100000.00
248,1,-1,49240.73
248,1,1,100000.00
248,1,2,98101.74
249,1,-3,100000.00
249,1,-1,62480.36
249,1,1,60532.97
249,1,2,100000.00
250,1,-3,100000.00
250,1,-1,64373.40
250,1,1,46572.68
250,1,2,51877.26
251,1,-3,100000.00
251,1,-1,63272.18
251,1,1,100000.00
251,1,2,92336.33
252,1,-3,100000.00
252,1,-1,30785.21
252,1,1,100000.00
252,1,2,62479.38
253,1,-3,100000.00
253,1,-1,100000.00
253,1,1,33268.62
253,1,2,100000.00
254,1,-3,100000.00
254,1,-1,100000.00
254,1,1,27351.68
254,1,2,100000.00
255,1,-3,100000.00
255,1,-1,56071.62
255,1,1,98407.73
255,1,2,82686.47
256,1,-3,100000.00
256,1,-1,51709.66
256,1,1,100000.00
256,1,2,100000.00
257,1,-3,100000.00
257,1,-1,100000.00
257,1,1,99115.68
257,1,2,100000.00
258,1,-3,100000.00
258,1,-1,100000.00
258,1,1,57610.86
258,1,2,13796.83
259,1,-3,100000.00
259,1,-1,100000.00
259,1,1,46824.23
259,1,2,39525.64
260,1,-3,100000.00
260,1,-1,95490.06
260,1,1,100000.00
260,1,2,89755.10
261,1,-3,100000.00
261,1,-1,100000.00
261,1,1,100000.00
261,1,2,32062.82
262,1,-3,100000.00
262,1,-1,81638.66
262,1,1,100000.00
262,1,2,28473.77
263,1,-3,100000.00
263,1,-1,96584.13
263,1,1,69406.86
263,1,2,100000.00
264,1,-3,100000.00
264,1,-1,90171.52
264,1,1,93840.16
264,1,2,82546.72
265,1,-3,100000.00
265,1,-1,71008.37
265,1,1,100000.00
265,1,2,100000.00
266,1,-3,100000.00
266,1,-1,27708.78
266,1,1,7658.65
266,1,2,100000.00
267,1,-3,100000.00
267,1,-1,100000.00
267,1,1,100000.00
267,1,2,64568.37
268,1,-3,100000.00
268,1,-1,100000.00
268,1,1,100000.00
268,1,2,100000.00
269,1,-3,100000.00
269,1,-1,100000.00
269,1,1,100000.00
269,1,2,100000.00
270,1,-3,100000.00
270,1,-1,100000.00
270,1,1,19994.78
270,1,2,32241.39
271,1,-3,100000.00
271,1,-1,60776.90
271,1,1,75810.30
271,1,2,100000.00
272,1,-3,100000.00
272,1,-1,73762.48
272,1,1,60480.52
272,1,2,43217.19
273,1,-3,100000.00
273,1,-1,84058.15
273,1,1,100000.00
273,1,2,73504.65
274,1,-3,100000.00
274,1,-1,32118.68
274,1,1,31715.56
274,1,2,100000.00
275,1,-3,100000.00
275,1,-1,42604.42
275,1,1,62680.81
275,1,2,100000.00
276,1,-3,100000.00
276,1,-1,100000.00
276,1,1,79264.69
276,1,2,100000.00
277,1,-3,100000.00
277,1,-1,12507.47
277,1,1,100000.00
277,1,2,93975.72
278,1,-3,100000.00
278,1,-1,35761.11
278,1,1,69265.30
278,1,2,100000.00
279,1,-3,100000.00
279,1,-1,6963.05
279,1,1,60494.15
279,1,2,100000.00
280,1,-3,100000.00
280,1,-1,54534.80
280,1,1,100000.00
280,1,2,91964.33
281,1,-3,100000.00
281,1,-1,16328.95
281,1,1,29855.68
281,1,2,88385.65
282,1,-3,100000.00
282,1,-1,11807.64
282,1,1,19888.11
282,1,2,100000.00
283,1,-3,100000.00
283,1,-1,89923.45
283,1,1,31655.23
283,1,2,33421.64
284,1,-3,100000.00
284,1,-1,25074.48
284,1,1,100000.00
284,1,2,100000.00
285,1,-3,100000.00
285,1,-1,14790.81
285,1,1,100000.00
285,1,2,74980.95
286,1,-3,100000.00
286,1,-1,37436.08
286,1,1,100000.00
286,1,2,33717.65
287,1,-3,100000.00
287,1,-1,20418.35
287,1,1,100000.00
287,1,2,50243.85
288,1,-3,100000.00
288,1,-1,100000.00
288,1,1,61200.01
288,1,2,88510.99
289,1,-3,100000.00
289,1,-1,44956.12
289,1,1,7183.62
289,1,2,88475.98
290,1,-3,100000.00
290,1,-1,100000.00
290,1,1,92092.48
290,1,2,75392.14
291,1,-3,100000.00
291,1,-1,88248.65
291,1,1,93449.39
291,1,2,74964.45
292,1,-3,100000.00
292,1,-1,44736.71
292,1,1,93856.19
292,1,2,32145.18
293,1,-3,100000.00
293,1,-1,47593.31
293,1,1,67728.98
293,1,2,20625.01
294,1,-3,100000.00
294,1,-1,100000.00
294,1,1,100000.00
294,1,2,73071.27
295,1,-3,100000.00
295,1,-1,26168.11
295,1,1,83140.22
295,1,2,46365.80
296,1,-3,100000.00
296,1,-1,71414.57
296,1,1,75583.08
296,1,2,52503.75
297,1,-3,100000.00
297,1,-1,60630.20
297,1,1,92263.17
297,1,2,72242.22
298,1,-3,100000.00
298,1,-1,97815.42
298,1,1,65339.00
298,1,2,47092.45
299,1,-3,100000.00
299,1,-1,100000.00
299,1,1,100000.00
299,1,2,76080.19
300,1,-3,100000.00
300,1,-1,100000.00
300,1,1,10897.38
300,1,2,62859.55
301,1,-3,100000.00
301,1,-1,100000.00
301,1,1,53978.40
301,1,2,44500.12
302,1,-3,100000.00
302,1,-1,100000.00
302,1,1,40553.48
302,1,2,100000.00
303,1,-3,100000.00
303,1,-1,41795.45
303,1,1,45189.46
303,1,2,100000.00
304,1,-3,100000.00
304,1,-1,100000.00
